player_id,birth_year,birth_month,image_url
159738,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=553684&width=240&height=305
159766,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=514511&width=240&height=305
159781,2005,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=551003&width=240&height=305
159912,2005,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=351695&width=240&height=305
160010,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=633179&width=240&height=305
160085,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=477152&width=240&height=305
160090,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=573983&width=240&height=305
160169,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=482857&width=240&height=305
160193,2005,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=535328&width=240&height=305
160224,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=478191&width=240&height=305
160337,2005,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=398206&width=240&height=305
160443,2005,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=571827&width=240&height=305
160454,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=512817&width=240&height=305
160587,2005,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=460797&width=240&height=305
160598,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=506999&width=240&height=305
160718,2005,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=992477&width=240&height=305
160733,2005,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=438283&width=240&height=305
160845,2006,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=953234&width=240&height=305
160993,2005,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=523017&width=240&height=305
161220,2007,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=567265&width=240&height=305
161221,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=990116&width=240&height=305
161223,2006,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=562893&width=240&height=305
161230,2006,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=462522&width=240&height=305
161272,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=383001&width=240&height=305
161282,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=342316&width=240&height=305
161284,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=523410&width=240&height=305
161288,2006,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=987603&width=240&height=305
161290,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=505484&width=240&height=305
161295,2007,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=476694&width=240&height=305
161296,2006,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=471559&width=240&height=305
161298,2006,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=507013&width=240&height=305
161311,2006,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=987463&width=240&height=305
161313,2006,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=953986&width=240&height=305
161314,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=558563&width=240&height=305
161317,2006,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=994151&width=240&height=305
161322,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=994140&width=240&height=305
161323,2006,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=562945&width=240&height=305
161542,2007,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=522719&width=240&height=305
161545,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=578879&width=240&height=305
161747,2005,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=992943&width=240&height=305
161752,2005,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=460484&width=240&height=305
161957,2005,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=630891&width=240&height=305
161977,2007,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=568636&width=240&height=305
161982,2005,12,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=634240&width=240&height=305
161997,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=510574&width=240&height=305
161998,2007,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=626447&width=240&height=305
161999,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=471556&width=240&height=305
162017,2007,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=998640&width=240&height=305
162018,2007,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=521020&width=240&height=305
162078,2007,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=955614&width=240&height=305
162079,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=1003462&width=240&height=305
162254,2007,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=628544&width=240&height=305
162258,2007,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=447225&width=240&height=305
162260,2007,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=575838&width=240&height=305
162275,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=567577&width=240&height=305
162279,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=630402&width=240&height=305
162284,2006,4,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=513660&width=240&height=305
162295,2006,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=611110&width=240&height=305
162314,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=628268&width=240&height=305
162319,2007,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=628408&width=240&height=305
162320,2006,7,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=567580&width=240&height=305
162322,2006,9,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=579018&width=240&height=305
162329,2007,2,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=1001114&width=240&height=305
162332,2007,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=1000677&width=240&height=305
162334,2006,1,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=533863&width=240&height=305
162336,2006,10,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=528841&width=240&height=305
162337,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=629185&width=240&height=305
162341,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=303219&width=240&height=305
162351,2007,11,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=985227&width=240&height=305
162376,2005,6,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=454430&width=240&height=305
162386,2006,3,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=988903&width=240&height=305
162388,2006,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=571870&width=240&height=305
162389,2005,8,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=519087&width=240&height=305
162407,2006,5,https://www.football.org.il/ImageServer/GetImage.ashx?type=2&id=628429&width=240&height=305
